,0
20843,0.5%
20844,0.3%
20845,44%
20846,1%
20847,11%
20848,9.3%
20849,69.5%
20850,52%
20851,75%
20852,10%
20853,3%
20854,100%
20855,11%
20856,53%
20857,65%
20858,7%
20859,7%
20860,28.9%
20861,21.5%
20862,25%
20863,50%
20864,16.9%
20865,16.6%
20866,25%
20867,3%
20868,4%
20869,1.25%
20870,3.60%
20871,3%
20872,4%
20873,3%
20874,28%
20875,1.7%
20876,5.2%
20877,25.6%
20878,60%
20879,13.7%
20880,13.3%
20881,11.8%
20882,11.2%
20883,13.3%
20884,90%
20885,79%
20886,70%
20887,25.6%
20888,60%
20889,25.6%
20890,60%
20891,2.3%
20892,0.4%
20893,2.80%
20894,0.3%
20895,2.2%
20896,1.2%
20897,-5.2%
20898,1%
20899,50.7%
20900,30.3%
20901,50.7%
20902,46%
20903,3%
20904,2.9%
20905,18.7%
20906,25.0%
20907,1.4%
20908,1.39%
20909,17.5%
20910,56.1%
20911,27.8%
20912,1.2%
20913,2.0%
20914,48.3%
20915,10%
20916,2%
20917,-6%
20918,+13.5%
20919,4%
20920,1%
20921,8%
20922,8.7%
20923,7.2%
20924,20.2%
20925,15.0%
20926,63.5%
20927,49.2%
20928,3.2%
20929,1.3%
20930,1.9%
20931,1%
20932,1%
20933,2%
20934,3.5%
20935,81.5%
20936,6%
20937,39%
20938,2.8%
20939,83%
20940,5%
20941,6.7%
20942,5%
20943,0.2%
20944,61%
20945,127%
20946,180%
20947,22%
20948,0.1%
20949,0.5%
20950,1%
20951,6.5%
20952,6.0%
20953,1%
20954,2.6%
20955,15.7%
20956,25%
20957,58.2%
20958,57.1%
20959,14.3%
20960,27.5%
20961,28.6%
20962,10%
20963,65%
20964,-23%
20965,35%
20966,31%
20967,1%
20968,11%
20969,17%
20970,0.5%
20971,0.8%
20972,0.2%
20973,2.87%
20974,2.4%
20975,312%
20976,30%
20977,328%
20978,142%
20979,25%
20980,12%
20981,"4,847%"
20982,"10,000%"
20983,12%
20984,50%
20985,25%
20986,33%
20987,8%
20988,81.5%
20989,4.8%
20990,90%
20991,10%
20992,2.5%
20993,0.7%
20994,0.6%
20995,0.6%
20996,0.4%
20997,0.4%
20998,0.2%
20999,0.5%
21000,0.2%
21001,0.6%
21002,0.3%
21003,0.6%
21004,0.3%
21005,0.5%
21006,0.3%
21007,0.7%
21008,0.4%
21009,10%
21010,5%
21011,5.3%
21012,60%
21013,75%
21014,13%
21015,16%
21016,6%
21017,4%
21018,58%
21019,4%
21020,58%
21021,6.0%
21022,0.4%
21023,0.01%
21024,0.4%
21025,0.1%
21026,70%
21027,80%
21028,50%
21029,54.4%
21030,50.4%
21031,34.8%
21032,37.4%
21033,80%
21034,0.1%
21035,17%
21036,20%
21037,100%
21038,42%
21039,3.6%
21040,3%
21041,1.4%
21042,7.8%
21043,1.6%
21044,1.5%
21045,8.7%
21046,5.6%
21047,10.8%
21048,15.7%
21049,9.3%
21050,10%
21051,11%
21052,53%
21053,65%
21054,80%
21055,20%
21056,17%
21057,9%
21058,6%
21059,4%
21060,26%
21061,100%
21062,28%
21063,1%
21064,43%
21065,25%
21066,13%
21067,40%
21068,40%
21069,2.5%
21070,3%
21071,42%
21072,46%
21073,12%
21074,42%
21075,"7,000%"
21076,200%
21077,45%
21078,39%
21079,16%
21080,2%
21081,2.2%
21082,1.6%
21083,-0.5%
21084,-0.9%
21085,5%
21086,1.0%
21087,0.5%
21088,0.3%
21089,0.32%
21090,-2.2%
21091,-2.25%
21092,7.5%
21093,7%
21094,10%
21095,15%
21096,7%
21097,3.5%
21098,13%
21099,7%
21100,1.78%
21101,2.94%
21102,13.6%
21103,4%
21104,12.5%
21105,30%
21106,20%
21107,25%
21108,1%
21109,1.5%
21110,50%
21111,80%
21112,24%
21113,40%
21114,4%
21115,10%
21116,27.4%
21117,30%
21118,50%
21119,6.0%
21120,6.5%
21121,5.9%
21122,6.2%
21123,5.4%
21124,5.9%
21125,42%
21126,3%
21127,2%
21128,1%
21129,90%
21130,100%
21131,8%
21132,100%
21133,71%
21134,10.2%
21135,13%
21136,30%
21137,47%
21138,0.9%
21139,15%
21140,100%
21141,4%
21142,5%
21143,20%
21144,10%
21145,7.8%
21146,0.46%
21147,0.56%
21148,0.2%
21149,0.33%
21150,0.04%
21151,0.14%
21152,50%
21153,10%
21154,20%
21155,50%
21156,34%
21157,19%
21158,50%
21159,3.5%
21160,56%
21161,3.8%
21162,38%
21163,40%
21164,71%
21165,50%
21166,26%
21167,10%
21168,6%
21169,29%
21170,21%
21171,41%
21172,1%
21173,19.5%
21174,15.2%
21175,11.6%
21176,11.0%
21177,11.2%
21178,26.7%
21179,47.6%
21180,20.8%
21181,22%
21182,14%
21183,9%
21184,60%
21185,46%
21186,60%
21187,10%
21188,20%
21189,78%
21190,60%
21191,34%
21192,19%
21193,20%
21194,5-3%
21195,50%
21196,1%
21197,1%
21198,45.6%
21199,14.7%
21200,16%
21201,39%
21202,70%
21203,2.8%
21204,6%
21205,127%
21206,28%
21207,2%
21208,10%
21209,4%
21210,2%
21211,-90%
21212,70-80%
21213,80-100%
21214,80%
21215,22%
21216,63%
21217,10%
21218,3%
21219,55%
21220,50%
21221,10%
21222,6%
21223,4%
21224,80%
21225,40%
21226,0%
21227,66.9%
21228,66.6%
21229,66.2%
21230,1.1%
21231,0.6%
21232,0.1%
21233,3.2%
21234,3.9%
21235,79%
21236,78.4%
21237,78.2%
21238,1.1%
21239,1.7%
21240,3.4%
21241,0.6%
21242,3.1%
21243,20%
21244,1.1%
21245,0.6%
21246,0.5%
21247,0.3%
21248,5.6%
21249,1.4%
21250,1.7%
21251,3.4%
21252,5%
21253,5%
21254,-9.9%
21255,5%
21256,5%
21257,20%
21258,40%
21259,40%
21260,20%
21261,20%
21262,-1.43%
21263,0.67%
21264,1.34%
21265,1.69%
21266,-1.69%
21267,-2.09%
21268,20%
21269,36.74%
21270,1.83%
21271,2.20%
21272,48.18%
21273,50%
21274,28.8%
21275,16.9%
21276,6.3%
21277,14.5%
21278,26%
21279,29.1%
21280,21.0%
21281,1.2%
21282,14%
21283,0.2%
21284,0.4%
21285,0.5%
21286,1.0%
21287,0.7%
21288,0.2%
21289,0.5%
21290,7%
21291,7%
21292,10%
21293,85%
21294,67%
21295,59%
21296,59%
21297,48%
21298,31%
21299,13%
21300,10%
21301,10%
21302,19%
21303,80%
21304,10%
21305,5%
21306,35%
21307,25%
21308,15%
21309,20%
21310,93%
21311,40%
21312,0%
21313,13%
21314,15%
21315,15%
21316,15%
21317,10%
21318,69.5%
21319,3%
21320,10%
21321,1%
21322,99%
21323,99%
21324,10%
21325,11%
21326,5%
21327,20%
21328,97.8%
21329,2.2%
21330,69%
21331,33.8%
21332,20.7%
21333,16.7%
21334,5%
21335,15.8%
21336,10%
21337,15%
21338,10%
21339,5%
21340,5.8%
21341,5%
21342,38%
21343,25.4%
21344,50%
21345,35%
21346,2%
21347,0.1%
21348,0.2%
21349,0.1%
21350,1.2%
21351,1.3%
21352,1.0%
21353,2.1%
21354,1.3%
21355,2.0%
21356,40%
21357,1%
21358,0.1%
21359,2.1%
21360,2.2%
21361,1.4%
21362,3.25%
21363,6.5%
21364,1.3%
21365,1.0%
21366,1.7%
21367,0.8%
21368,0.5%
21369,30%
21370,50%
21371,75%
21372,5%
21373,30%
21374,3%
21375,22%
21376,10%
21377,3%
21378,2%
21379,2.5%
21380,1%
21381,1%
21382,1%
21383,3%
21384,4%
21385,5%
21386,0.4%
21387,1.0%
21388,0.3%
21389,0.4%
21390,0.5%
21391,37%
21392,15%
21393,24%
21394,27%
21395,0.8%
21396,0.5%
21397,1.9%
21398,3%
21399,5%
21400,6%
21401,7%
21402,3.4%
21403,10%
21404,1.3%
21405,3.4%
21406,7%
21407,39%
21408,100%
21409,30%
21410,50%
21411,3%
21412,13%
21413,1%
21414,11%
21415,0.75%
21416,1.75%
21417,6.5%
21418,2%
21419,6.5%
21420,6.5%
21421,2%
21422,2%
21423,5.5%
21424,4%
21425,2%
21426,1%
21427,2.89%
21428,6.5%
21429,6.5%
21430,5.2%
21431,5%
21432,1%
21433,9%
21434,43%
21435,4.8%
21436,19%
21437,6.3%
21438,-6.6%
21439,6.4%
21440,-6.8%
21441,6.5%
21442,7.0%
21443,7.1%
21444,2.0%
21445,6.5%
21446,-6.6%
21447,-6.8%
21448,99%
21449,57.1%
21450,25%
21451,71%
21452,39%
21453,33%
21454,0.2%
21455,71%
21456,33%
21457,37.7%
21458,49.7%
21459,30.2%
21460,22.4%
21461,19.5%
21462,15.4%
21463,0.53%
21464,0.62%
21465,0.4%
21466,0.42%
21467,11.5%
21468,6.5%
21469,22.7%
21470,6.0%
21471,6.5%
21472,6.5%
21473,30%
21474,20%
21475,30%
21476,72.0%
21477,7.4%
21478,90%
21479,83%
21480,60%
21481,11%
21482,8.5%
21483,8.25%
21484,2%
21485,9.5%
21486,7.3%
21487,6.0%
21488,131%
21489,18%
21490,3%
21491,73%
21492,6.3%
21493,6%
21494,26%
21495,12.2%
21496,25.5%
21497,12%
21498,56.3%
21499,15%
21500,6.5%
21501,0.5%
21502,0.25%
21503,6.5%
21504,6.5%
21505,20%
21506,250%
21507,2.6%
21508,50%
21509,25%
21510,50%
21511,75%
21512,4.3%
21513,2%
21514,3.2%
21515,9.4%
21516,0.9%
21517,14%
21518,22%
21519,5%
21520,50%
21521,1%
21522,1.5%
21523,2%
21524,1.4%
21525,-4%
21526,-1.5%
21527,2.7%
21528,1.5%
21529,150%
21530,2%
21531,1%
21532,8%
21533,1.8%
21534,2%
21535,2%
21536,4%
21537,1%
21538,48%
21539,30%
21540,50%
21541,50%
21542,6.5%
21543,2.1%
21544,1.8%
21545,2.3%
21546,1.8%
21547,1.7%
21548,3.2%
21549,3.3%
21550,3.4%
21551,4.3%
21552,3.7%
21553,4%
21554,4%
21555,1.7%
21556,1.8%
21557,2%
21558,3.6%
21559,%
21560,2.8%
21561,3.4%
21562,2.9%
21563,2.7%
21564,2.2%
21565,10%
21566,25%
21567,80%
21568,99%
21569,95%
21570,88%
21571,70%
21572,50%
21573,24%
21574,93%
21575,25%
21576,80%
21577,50%
21578,90%
21579,7%
21580,14%
21581,50%
21582,70%
21583,1.3%
21584,64%
21585,22%
21586,6.6%
21587,16%
21588,0%
21589,4.1%
21590,1.5%
21591,0.4%
21592,0.8%
21593,0.3%
21594,0.7%
21595,0.4%
21596,0.8%
21597,0.7%
21598,0.1%
21599,0.6%
21600,0.25%
21601,0.50%
21602,0.25%
21603,4.1%
21604,3.6%
21605,2.0%
21606,1.4%
21607,2.5%
21608,1.9%
21609,12%
21610,50%
21611,30%
21612,25%
21613,4.1%
21614,2.0%
21615,1.8%
21616,0.25%
21617,7.0%
21618,7.8%
21619,6.5%
21620,6.5%
21621,6.5%
21622,15%
21623,15%
21624,15%
21625,4.1%
21626,3.6%
21627,2.5%
21628,1.9%
21629,2.0%
21630,1.4%
21631,2.0%
21632,4.1%
21633,3.6%
21634,2.0%
21635,1.4%
21636,2.0%
21637,1.4%
21638,1.5%
21639,1.7%
21640,3.6%
21641,1.9%
21642,2.1%
21643,2.0%
21644,8%
21645,50-250%
21646,2%
21647,1%
21648,1.7%
21649,2.94%
21650,3%
21651,56.1%
21652,58.8%
21653,2%
21654,2%
21655,7.6%
21656,7.06%
21657,1.65%
21658,20%
21659,250%
21660,99%
21661,27%
21662,6.5%
21663,7.6%
21664,7.0%
21665,1.0%
21666,80%
21667,20%
21668,50%
21669,75%
21670,78%
21671,3.5%
21672,25.7%
21673,41.5%
21674,75%
21675,25%
21676,80%
21677,70%
21678,0.41%
21679,0.33%
21680,.20%
21681,5%
21682,5%
21683,-9.9%
21684,5%
21685,2.41%
21686,0.0%
21687,0.0%
21688,2.36%
21689,0.0%
21690,20%
21691,250%
21692,417%
21693,99%
21694,20%
21695,4%
21696,3%
21697,2%
21698,5.5%
21699,1.75%
21700,0.25%
21701,2%
21702,6%
21703,16%
21704,13%
21705,18%
21706,98%
21707,0.8%
21708,41%
21709,15%
21710,39%
21711,13%
21712,8.94%
21713,10%
21714,30%
21715,25-30%
21716,15%
21717,-20%
21718,30%
21719,25%
21720,30%
21721,25%
21722,-30%
21723,15%
21724,-20%
21725,25%
21726,-30%
21727,12%
21728,30%
21729,10%
21730,28%
21731,5-10%
21732,8.94%
21733,10%
21734,9.29%
21735,5%
21736,2-5%
21737,10%
21738,0.75%
21739,0.25%
21740,6.5%
21741,6.0%
21742,6.5%
21743,9.8%
21744,4.1%
21745,0.5%
21746,0.4%
21747,0.5%
21748,3.6%
21749,4%
21750,1.1%
21751,2%
21752,70%
21753,3.0%
21754,2.9%
21755,2.7%
21756,2.9%
21757,44%
21758,40%
21759,43%
21760,40%
21761,18%
21762,43%
21763,45%
21764,37%
21765,46%
21766,43%
21767,40%
21768,44%
21769,43%
21770,42%
21771,42%
21772,40%
21773,46%
21774,43%
21775,100%
21776,0.5%
21777,0.4%
21778,0.3%
21779,0.2%
21780,0.5%
21781,0.1%
21782,0.5%
21783,1.1%
21784,1.2%
21785,1.1%
21786,1.3%
21787,1%
21788,0.2%
21789,+1.7%
21790,0.1%
21791,-0.2%
21792,80%
21793,0.3%
21794,+2.4%
21795,1.2%
21796,0.6%
21797,0.3%
21798,2.6%
21799,3.6%
21800,1%
21801,5%
21802,3.6%
21803,4%
21804,30%
21805,1%
21806,2.84%
21807,6.6%
21808,16%
21809,0%
21810,1.0%
21811,20%
21812,25%
21813,19%
21814,15%
21815,5%
21816,7%
21817,13.3%
21818,11%
21819,63.6%
21820,7%
21821,7.0%
21822,2%
21823,2.2%
21824,2.4%
21825,0.5%
21826,0.5%
21827,0.1%
21828,0.3%
21829,5%
21830,-10%
21831,30%
21832,54%
21833,0.08%
21834,0.30%
21835,4.74%
21836,50%
21837,4.8%
21838,2.9%
21839,12.9%
21840,43%
21841,46%
21842,50.7%
21843,43%
21844,50%
21845,0.25%
21846,10%
21847,%
21848,2.2%
21849,1.2%
21850,2%
21851,2.5%
21852,24%
21853,7%
21854,25%
21855,10%
21856,4%
21857,4.5%
21858,0.7%
21859,6%
21860,4.5%
21861,3.2%
21862,40%
21863,2%
21864,10%
21865,2%
21866,40%
21867,-55%
21868,50%
21869,5%
21870,10%
21871,350%
21872,2.1%
21873,0.9%
21874,17.6%
21875,25.4%
21876,4.5%
21877,0.7%
21878,0.7%
21879,50%
21880,0.5%
21881,0.3%
21882,0.2%
21883,3.5%
21884,2.0%
21885,2.0%
21886,0.7%
21887,1.2%
21888,0.7%
21889,0.7%
21890,-0.1%
21891,4.5%
21892,0.7%
21893,-0.7%
21894,-1.2%
21895,2.8%
21896,1.0%
21897,-0.4%
21898,-0.2%
21899,50%
21900,10%
21901,0.4%
21902,0.2%
21903,0.6%
21904,4%
21905,30%
21906,4%
21907,80%
21908,65%
21909,40%
21910,1.5%
21911,10%
21912,5%
21913,80%
21914,30%
21915,1%
21916,6%
21917,10%
21918,10%
21919,32%
21920,8.4%
21921,60%
21922,90%
21923,45%
21924,20%
21925,3%
21926,50%
21927,10%
21928,40%
21929,4.35%
21930,2.54%
21931,46-62%
21932,23%
21933,6.8%
21934,7.0%
21935,6.7%
21936,124.6%
21937,100.9%
21938,95%
21939,5%
21940,10%
21941,4%
21942,3%
21943,5%
21944,30%
21945,3%
21946,6%
21947,3%
21948,75%
21949,5%
21950,30%
21951,1.6%
21952,5.06%
21953,20%
21954,6%
21955,7%
21956,8.2%
21957,21%
21958,9.4%
21959,39.6%
21960,32%
21961,75%
21962,100%
21963,4%
21964,2.5%
21965,2.1%
21966,1.9%
21967,25%
21968,14%
21969,8%
21970,4%
21971,2.3%
21972,7%
21973,10%
21974,78%
21975,33%
21976,20%
21977,170%
21978,1.9%
21979,2.0%
21980,48%
21981,9%
21982,48%
21983,48%
21984,1.7%
21985,7.0%
21986,5%
21987,8%
21988,2%
21989,6.5%
21990,3.6%
21991,2.25%
21992,-2.50%
21993,30%
21994,3.6%
21995,8%
21996,10%
21997,5-7%
21998,0.9%
21999,2.6%
22000,1.0%
22001,1.6%
22002,2%
22003,13%
22004,30.55%
22005,51%
22006,49%
22007,13.04%
22008,75%
22009,20%
22010,32%
22011,65%
22012,15%
22013,3%
22014,3.02%
22015,60%
22016,30%
22017,100%
22018,40%
22019,40%
22020,2%
22021,62%
22022,4%
22023,2%
22024,59.6%
22025,60%
22026,55%
22027,62.0%
22028,60%
22029,57.3%
22030,4%
22031,11%
22032,0.5%
22033,2.8%
22034,2.0%
22035,2.3%
22036,1.5%
22037,1.8%
22038,2.3%
22039,3.7%
22040,2.3%
22041,10%
22042,65%
22043,68%
22044,0.4%
22045,0.9%
22046,9%
22047,0.4%
22048,19%
22049,0.1%
22050,20%
22051,5%
22052,3.9%
22053,2%
22054,2.3%
22055,3.4%
22056,0.1%
22057,2.21%
22058,2.9%
22059,3.6%
22060,5.6%
22061,3.8%
22062,3.2%
22063,2.5%
22064,1.2%
22065,5%
22066,7.8%
22067,7.3%
22068,2.8%
22069,2.6%
22070,7.3%
22071,6.5%
22072,2.5%
22073,1.2%
22074,6.5%
22075,6.5%
22076,13%
22077,1.2%
22078,2.0%
22079,3.3%
22080,2.8%
22081,2%
22082,3.9%
22083,3%
22084,9.6%
22085,2.7%
22086,14.9%
22087,4.7%
22088,16%
22089,160%
22090,62%
22091,48%
22092,3.3%
22093,10%
22094,6.2%
22095,2.5%
22096,10%
22097,12%
22098,3%
22099,4%
22100,45%
22101,33%
22102,73%
22103,3.3%
22104,-0.2%
22105,9.5%
22106,7.2%
22107,6%
22108,40%
22109,5.6%
22110,13.8%
22111,20%
22112,6%
22113,5%
22114,8%
22115,2%
22116,29%
22117,0.01%
22118,76.2%
22119,90%
22120,10.7%
22121,1%
22122,19.3%
22123,19.6%
22124,8.3%
22125,9.1%
22126,35%
22127,6%
22128,12%
22129,12%
22130,6.1%
22131,69%
22132,1.5%
22133,1.7%
22134,4%
22135,2%
22136,2%
22137,0.6%
22138,0.48%
22139,2%
22140,100%
22141,10%
22142,2%
22143,3%
22144,6%
22145,5%
22146,-6%
22147,29%
22148,61%
22149,5-10%
22150,15%
22151,15%
22152,15%
22153,5%
22154,13%
22155,41%
22156,44%
22157,0.7%
22158,10%
22159,19.39%
22160,100%
22161,1%
22162,67%
22163,5%
22164,-10%
22165,1%
22166,2%
22167,2%
22168,2.5%
22169,1.5%
22170,-2%
22171,0.5%
22172,-1%
22173,1%
22174,-1.5%
22175,100%
22176,0.2%
22177,4%
22178,1%
22179,0.1%
22180,1.2%
22181,2.7%
22182,2.2%
22183,0.6%
22184,80%
22185,0%
22186,6.5%
22187,13%
22188,30%
22189,2%
22190,40%
22191,-60%
22192,40%
22193,-60%
22194,20%
22195,-30%
22196,0.5%
22197,3%
22198,50%
22199,75%
22200,5%
22201,3.6%
22202,4.1%
22203,46%
22204,3%
22205,33.5%
22206,2%
22207,1.1%
22208,0.75%
22209,15%
22210,3%
22211,10.0%
22212,2%
22213,2.5%
22214,1.5%
22215,-2%
22216,0.5%
22217,-1%
22218,1%
22219,-1.5%
22220,6.7%
22221,2%
22222,1.7%
22223,2%
22224,20%
22225,80%
22226,-1.5%
22227,-0.8%
22228,-0.1%
22229,+3.0%
22230,-0.2%
22231,30%
22232,28%
22233,29%
22234,56%
22235,480%
22236,30%
22237,5.7%
22238,-11.1%
22239,-7.8%
22240,-5.7%
22241,-0.4%
22242,-1.5%
22243,-0.8%
22244,-0.1%
22245,+3.0%
22246,-0.2%
22247,12%
22248,50%
22249,100%
22250,25%
22251,0.0%
22252,0.0%
22253,0.0%
22254,0.0%
22255,4.05%
22256,4.75%
22257,2.89%
22258,3.01%
22259,3.51%
22260,0.0%
22261,0.0%
22262,1.95%
22263,0.0%
22264,3.2%
22265,1.4%
22266,1%
22267,13.61%
22268,60%
22269,36%
22270,44.3%
22271,50.8%
22272,30%
22273,40%
22274,13.6%
22275,1.4%
22276,1.4%
22277,29.1%
22278,1.05%
22279,13.61%
22280,0.2%
22281,0.95%
22282,13.45%
22283,0.98%
22284,13.25%
22285,1.03%
22286,13.29%
22287,13.6%
22288,13.7%
22289,50%
22290,1.9%
22291,0.9%
22292,7%
22293,30%
22294,15.3%
22295,25.7%
22296,19.3%
22297,16.8%
22298,10%
22299,10%
22300,3%
22301,3.5%
22302,10%
22303,19%
22304,10%
22305,128%
22306,80%
22307,5%
22308,2%
22309,0.9%
22310,1.0%
22311,1.0%
22312,10%
22313,4.8%
22314,4.8%
22315,2.3%
22316,2.3%
22317,2.6%
22318,2.6%
22319,2%
22320,1%
22321,5.9%
22322,+1.8%
22323,1.4%
22324,0.3%
22325,5.4%
22326,1.7%
22327,2.2%
22328,1.8%
22329,3.1%
22330,3%
22331,11.9%
22332,0.96%
22333,6%
22334,0.85%
22335,77%
22336,100%
22337,40%
22338,2%
22339,10%
22340,2%
22341,40%
22342,-55%
22343,50%
22344,5%
22345,10%
22346,1%
22347,0.6%
22348,5.9%
22349,0.9%
22350,1.7%
22351,16%
22352,1.9%
22353,16.6%
22354,6.4%
22355,13.4%
22356,3%
22357,10%
22358,3%
22359,3.6%
22360,3%
22361,1.4%
22362,7.8%
22363,1.6%
22364,1.5%
22365,8.7%
22366,5.6%
22367,10.8%
22368,15.7%
22369,9.3%
22370,10%
22371,11%
22372,53%
22373,65%
22374,7.1%
22375,4.8%
22376,.75%
22377,57.3%
22378,56.5%
22379,63.6%
22380,1.0%
22381,0.5%
22382,0.4%
22383,0.7%
22384,3%
22385,5%
22386,15%
22387,700%
22388,10%
22389,90%
22390,10%
22391,45%
22392,8%
22393,2%
22394,400%
22395,1%
22396,800%
22397,6.3%
22398,1.5%
22399,5%
22400,8%
22401,2%
22402,80%
22403,30%
22404,15-20%
22405,20%
22406,1.5%
22407,3.0%
22408,6%
22409,1%
22410,16%
22411,30-40%
22412,30%
22413,4.1%
22414,7.7%
22415,5.7%
22416,8.4%
22417,1.7%
22418,4.3%
22419,6.3%
22420,1.5%
22421,1.7%
22422,3.1%
22423,5%
22424,8%
22425,37%
22426,25%
22427,20%
22428,20%
22429,30%
22430,4.1%
22431,7.7%
22432,5%
22433,8%
22434,7.9%
22435,7.0%
22436,21.5%
22437,30%
22438,2.6%
22439,5%
22440,0.8%
22441,0.9%
22442,60%
22443,30%
22444,28%
22445,55%
22446,30%
22447,1.2%
22448,40%
22449,25%
22450,20%
22451,1.8%
22452,1%
22453,1%
22454,12%
22455,12%
22456,13%
22457,2.1%
22458,31.3%
22459,40%
22460,6%
22461,7%
22462,10%
22463,12%
22464,100%
22465,1.5%
22466,3.5%
22467,6.6%
22468,2%
22469,-2.5%
22470,0.9%
22471,0.1%
22472,0.3%
22473,1.9%
22474,2%
22475,2.3%
22476,10.6%
22477,7.6%
22478,3.8%
22479,2.8%
22480,2.5%
22481,3.8%
22482,3%
22483,4%
22484,3%
22485,4%
22486,28%
22487,30%
22488,2.5%
22489,1.7%
22490,7.6%
22491,100%
22492,10%
22493,20%
22494,3%
22495,20%
22496,6%
22497,4%
22498,25%
22499,5%
22500,15%
22501,50%
22502,50%
22503,1.5%
22504,69.5%
22505,0.3%
22506,0.6%
22507,90%
22508,24%
22509,50%
22510,20%
22511,30%
22512,26%
22513,24%
22514,70-90%
22515,20-30%
22516,50%
22517,15.4%
22518,11.0%
22519,9.5%
22520,90%
22521,67%
22522,20%
22523,1.5%
22524,0.26%
22525,25%
22526,5%
22527,16.0%
22528,12.6%
22529,1.8%
22530,0.5%
22531,0.5%
22532,3.4%
22533,4.5%
22534,22%
22535,3%
22536,7.3%
22537,6.4%
22538,92%
22539,+16.6%
22540,+76.7%
22541,88%
22542,+5.3%
22543,+15.9%
22544,100%
22545,+33.8%
22546,+60.5%
22547,23%
22548,/35%
22549,72%
22550,+12.5%
22551,+126.4%
22552,78%
22553,+11.4%
22554,+41.9%
22555,100%
22556,+11.9%
22557,+72.7%
22558,23%
22559,100%
22560,+11.2%
22561,+23.7%
22562,81%
22563,+8.7%
22564,+44.0%
22565,20%
22566,35%
22567,90%
22568,+12.6%
22569,+24.9%
22570,25%
22571,30%
22572,90%
22573,+12.1%
22574,+56.6%
22575,77%
22576,+5.8%
22577,+38.0%
22578,67%
22579,9%
22580,+125.9%
22581,%
22582,70%
22583,68%
22584,70%
22585,68%
22586,68%
22587,70%
22588,3.2%
22589,3%
22590,6%
22591,1%
22592,25%
22593,2%
22594,2.2%
22595,2.4%
22596,2%
22597,8%
22598,6%
22599,2%
22600,5%
22601,3.5%
22602,3%
22603,1.5%
22604,1%
22605,90%
22606,1.6%
22607,80%
22608,20%
22609,50%
22610,2.3%
22611,76%
22612,68%
22613,64%
22614,68%
22615,15%
22616,16.5%
22617,60%
22618,6%
22619,8%
22620,10%
22621,-1.3%
22622,-2.0%
22623,13%
22624,14%
22625,69.5%
22626,10%
22627,10%
22628,30%
22629,4.5%
22630,7.6%
22631,10%
22632,30%
22633,26.8%
22634,5%
22635,4%
22636,7%
22637,6%
22638,11%
22639,10%
22640,20%
22641,18%
22642,6.9%
22643,24%
22644,22%
22645,23%
22646,20%
22647,6%
22648,-8%
22649,7.5%
22650,15-16%
22651,7.8%
22652,55%
22653,5%
22654,10%
22655,5.8%
22656,1.9%
22657,3.0%
22658,2.3%
22659,4.0%
22660,2.5%
22661,2.0%
22662,+4.1%
22663,2.3%
22664,11.8%
22665,0.3%
22666,11.5%
22667,0.5%
22668,0.6%
22669,0.8%
22670,12%
22671,1.9%
22672,1.9%
22673,0.9%
22674,+4.0%
22675,2%
22676,11%
22677,2%
22678,1%
22679,1%
22680,3%
22681,3%
22682,1.5%
22683,2%
22684,3%
22685,60%
22686,40%
22687,68%
22688,64%
22689,2%
22690,15%
22691,2%
22692,16.5%
22693,60%
22694,68%
22695,0.59%
22696,1.9%
22697,2.5%
22698,2.5%
22699,2.5%
22700,2.7%
22701,3%
22702,3.0%
22703,1.4%
22704,1.3%
22705,1.4%
22706,0.25%
22707,1.2%
22708,0.9%
22709,1.6%
22710,2.0%
22711,3.4%
22712,2.1%
22713,2%
22714,6%
22715,1.3%
22716,2.7%
22717,10%
22718,4.8%
22719,0.6%
22720,6.4%
22721,10%
22722,0.25%
22723,6.5%
22724,6.5%
22725,6.5%
22726,1%
22727,48%
22728,87%
22729,50%
22730,1.7%
22731,-1.9%
22732,1.7%
22733,1.7%
22734,1.7%
22735,3.6%
22736,1.0%
22737,50%
22738,0%
22739,-2%
22740,50%
22741,70%
22742,5%
22743,10%
22744,7.2%
22745,8.2%
22746,84%
22747,40%
22748,1.3%
22749,30%
22750,3%
22751,93%
22752,95%
22753,74%
22754,80%
22755,30%
22756,4.8%
22757,3.9%
22758,1.6%
22759,2.2%
22760,3%
22761,"1,000%"
22762,"2,300%"
22763,40%
22764,250%
22765,50%
22766,25%
22767,25%
22768,4.8%
22769,50-60%
22770,45%
22771,50%
22772,0.4%
22773,2.99%
22774,2.42%
22775,80%
22776,2%
22777,30%
22778,40%
22779,0.4%
22780,8%
22781,3%
22782,10%
22783,4%
22784,2%
22785,5%
22786,10%
22787,5%
22788,15%
22789,1%
22790,5%
22791,50-80%
22792,1.9%
22793,1%
22794,10%
22795,1%
22796,1.5%
22797,-3%
22798,1%
22799,12.7%
22800,41.6%
22801,12.1%
22802,5.5%
22803,1%
22804,1%
22805,6.5%
22806,1%
22807,-6%
22808,+13.5%
22809,70%
22810,30%
22811,50%
22812,0.1%
22813,0%
22814,1.94%
22815,0.8%
22816,12.7%
22817,41.4%
22818,41.6%
22819,4%
22820,67%
22821,25%
22822,75%
22823,0.25%
22824,7.0%
22825,1.9%
22826,2.0%
22827,7%
22828,10%
22829,4%
22830,7%
22831,15%
22832,7.4%
22833,3.9%
22834,69%
22835,58%
22836,-5.7%
22837,-3.7%
22838,-9.2%
